"","THP1_0H","THP1_0H_2","THP1_0H_3","THP1_16H","THP1_16H_2","THP1_16H_3"
"RHBDL2",13,23,8,11,11,9
"AKIRIN1",3047,2972,3023,3560,3977,3858
"NDUFS5",2214,2300,2422,1074,1174,1021
"MACF1",11928,8513,13975,10498,11940,12415
"KIAA0754",982,1035,903,144,177,152
"BMP8A",1674,1743,1932,199,210,235
"PPIEL",218,249,290,166,188,163
"PABPC4",24967,25644,23663,8422,9215,9021
"LOC100506950",66,55,52,19,25,25
"SNORA55",63,68,47,23,37,21
"HEYL",1385,1480,1268,149,150,141
"NT5C1A",40,13,41,0,0,0
"HPCAL4",8,17,16,4,3,3
"PPIE",8678,9278,8429,3889,4175,3817
"BMP8B",14092,14673,15927,449,505,491
"OXCT2",1384,1407,1669,40,42,48
"LOC100287437",422,375,449,5,15,13
"TRIT1",3082,3067,3060,1247,1477,1326
"MYCL1",1449,1491,1527,880,1019,886
"MFSD2A",11303,12292,14761,12916,14020,13688
"CAP1",330018,333625,319316,196139,224606,214848
"PPT1",218942,231388,229006,130457,148779,136003
"RLF",13828,9147,15483,22134,24627,23722
"TMCO2",0,4,2,5,6,6
"ZMPSTE24",17143,15886,18257,14604,16247,16681
"COL9A2",62487,63637,80127,32659,32693,32946
"LOC100286988",2,3,1,7,12,5
"SMAP2",39025,40304,39662,71689,80432,77235
"ZNF643",1522,1281,1482,2497,2913,2963
"ZNF642",5017,4681,5152,1414,1576,1471
"DEM1",8806,8752,8066,5673,6323,5887
"ZNF684",2487,2039,2395,2914,3208,3092
"RIMS3",6888,7198,8365,1532,1588,1638
"LOC100130557",2950,2777,2751,1274,1410,1414
"NFYC",27787,28210,24271,22277,24235,23737
"MIR30E",7,11,14,8,9,9
"MIR30C1",16,15,18,11,10,10
"KCNQ4",1205,1174,1371,6068,6377,6721
"CITED4",20678,20499,19378,3781,3533,4078
"CTPS",15839,16360,14303,10201,11636,10780
"LOC100507178",536,543,576,258,241,258
"SLFNL1",49,64,50,36,50,44
"SCMH1",9763,9873,9187,4652,5102,5145
"FOXO6",41,49,42,19,25,22
"EDN2",0,0,0,1,0,0
"HIVEP3",5304,5581,4408,11365,12191,12501
"GUCA2B",0,0,0,1,1,1
"GUCA2A",0,0,0,0,0,0
"FOXJ3",11389,10859,10379,8236,9427,9580
"RIMKLA",349,358,304,149,161,164
"ZMYND12",198,250,231,34,27,42
"PPCS",8654,8298,9157,5520,6022,5801
"CCDC30",181,93,195,160,219,205
"PPIH",7149,7468,6057,3208,3528,3287
"YBX1",230199,240194,226280,131147,150431,146740
"CLDN19",15,5,6,13,26,14
"LEPRE1",14801,15196,14603,8762,9183,9013
"C1orf50",1113,1097,1030,593,640,602
"LOC100129924",47,57,60,38,35,38
"CCDC23",1102,1139,1080,659,780,708
"ERMAP",6135,6020,5579,4377,4871,4676
"ZNF691",1888,1904,2033,1535,1775,1699
"SLC2A1",4907,4982,5385,3856,4221,3843
"FLJ32224",10,10,15,1,0,1
"FAM183A",0,0,0,1,0,0
"EBNA1BP2",2715,2712,2449,908,1064,1005
"WDR65",0,0,0,0,0,0
"LOC100506711",1,1,1,2,2,1
"TMEM125",0,1,1,0,0,0
"C1orf210",0,1,3,0,0,1
"TIE1",10,22,17,7,9,7
"MPL",37,41,41,26,39,19
"CDC20",20468,22056,14560,8163,8579,7877
"ELOVL1",4705,4937,4698,6124,6708,6262
"MED8",3766,3850,3652,3482,4161,3747
"SZT2",17086,17249,17534,16625,17569,18629
"HYI",0,0,0,0,0,0
"PTPRF",16455,17269,16421,1799,1895,1987
"KDM4A",20530,21056,21686,9397,10573,10049
"LOC100132774",642,648,649,115,109,105
"ST3GAL3",5317,5750,6095,1038,1195,1143
"ARTN",74,78,72,19,28,25
"IPO13",1712,1675,1499,877,975,889
"DPH2",1944,2130,1688,939,923,889
"ATP6V0B",5223,5424,5632,6526,6480,5799
"B4GALT2",921,927,881,165,199,189
"CCDC24",86,83,83,16,12,26
"SLC6A9",124,156,214,69,40,63
"KLF17",0,0,0,0,2,0
"DMAP1",1120,1158,1008,807,885,830
"ERI3",1375,1395,1272,311,274,326
"RNF220",4951,4809,4634,2538,2837,2747
"TMEM53",193,197,218,27,28,20
"C1orf228",3105,3165,4030,715,722,759
"RNU5F-1",5,1,5,3,2,0
"RNU5D-1",2,0,0,1,0,3
"KIF2C",4999,5167,3337,3019,3198,3103
"RPS8",51181,55093,61337,14636,15796,13893
"SNORD55",13,19,26,16,17,11
"SNORD46",16,11,7,8,6,5
"SNORD38A",8,18,18,11,3,10
"SNORD38B",15,16,17,15,7,7
"BEST4",6,6,12,20,24,17
"PLK3",242,234,292,594,605,574
"TCTEX1D4",7,4,9,19,13,17
"BTBD19",139,160,214,352,331,387
"PTCH2",116,121,137,27,22,26
"EIF2B3",928,942,785,522,572,506
"HECTD3",2129,2055,2157,1344,1446,1378
"UROD",1602,1672,1823,700,753,700
"ZSWIM5",76,55,61,21,22,19
"LOC400752",20,26,30,2,4,4
"HPDL",322,366,340,28,30,29
"MUTYH",907,1010,938,321,344,389
"TOE1",936,1004,850,648,705,673
"TESK2",179,181,187,415,396,401
"CCDC163P",78,96,69,19,36,26
"MMACHC",645,695,527,169,170,198
"PRDX1",5700,5800,5243,7402,8222,7230
"AKR1A1",1968,2172,1810,2570,2649,2551
"NASP",10820,9938,9882,6662,7931,7555
"CCDC17",34,43,30,40,50,45
"GPBP1L1",7238,6946,6620,5130,5657,5500
"RPS15AP10",56,32,76,38,59,60
"TMEM69",1812,1846,1844,1122,1318,1366
"IPP",126,143,145,57,53,58
"MAST2",2819,2923,2736,2414,2479,2615
"PIK3R3",644,608,546,1017,1213,1085
"LOC100133124",0,0,0,0,0,1
"TSPAN1",1,1,8,0,4,1
"LOC100507408",0,0,0,0,0,0
"POMGNT1",1647,1656,1830,481,594,484
"C1orf190",0,0,0,0,0,0
"RAD54L",2488,2613,2286,2387,2727,2623
"LRRC41",5228,5499,4979,2955,3182,2852
"UQCRH",8227,8627,9068,3559,3596,3258
"NSUN4",1959,2046,1941,1517,1687,1609
"FAAH",585,618,664,446,388,422
"LOC729041",23,28,36,32,52,49
"DMBX1",2,4,1,5,1,3
"LOC100507423",49,45,48,106,90,92
"KNCN",0,0,0,0,1,0
"MKNK1",2488,2622,2422,3867,4039,4017
"MOB3C",541,601,680,4537,5051,5051
"ATPAF1",1769,1847,1775,726,877,799
"ATPAF1-AS1",1,0,3,4,0,1
"LOC100130197",19,16,9,10,16,9
"KIAA0494",6951,6950,7081,5086,5890,5844
"CYP4B1",0,0,0,0,0,0
"CYP4Z2P",0,0,2,0,1,0
"CYP4A11",1,2,1,0,1,0
"CYP4X1",2,1,0,2,2,0
"CYP4Z1",4,8,9,0,1,1
"CYP4A22",3,5,6,0,1,0
"PDZK1IP1",0,0,0,2,0,1
"TAL1",32,26,24,11,11,12
"STIL",3212,2955,2603,2568,3069,2986
"CMPK1",5338,4647,6285,2919,3237,3170
"FOXE3",6,4,2,2,1,0
"MGC12982",639,576,755,255,295,303
"FOXD2",241,237,252,119,148,144
"LOC388630",0,0,0,0,0,0
"LOC100507479",0,0,0,0,0,0
"SKINTL",0,0,0,0,0,0
"SLC5A9",1,0,1,0,0,0
"SPATA6",33,16,37,4,6,6
"AGBL4",3,1,0,2,0,1
"BEND5",46,46,36,11,7,10
"ELAVL4",6,8,10,7,5,7
"DMRTA2",3189,3193,3231,2704,2717,2827
"FAF1",4839,4804,4866,3172,3602,3519
"CDKN2C",9977,10145,8622,9593,10204,9749
"MIR4421",2,0,2,1,0,0
"C1orf185",3,2,0,7,5,4
"RNF11",2108,1962,2440,3159,3355,3446
"TTC39A",18,10,8,804,941,832
"EPS15",2977,2574,3133,2133,2458,2398
"OSBPL9",4949,4076,4767,2644,2981,3030
"NRD1",14801,13867,14771,17050,19044,18549
"MIR761",0,1,0,0,0,0
"RAB3B",93,110,59,359,405,457
"TXNDC12",4785,4911,4618,3242,3580,3451
"KTI12",936,924,812,556,577,524
"BTF3L4",2654,2666,2895,977,1242,1123
"ZFYVE9",627,622,577,269,324,270
"CC2D1B",3288,3382,3440,3490,3616,3567
"ORC1",1960,2048,1687,1593,1837,1728
"PRPF38A",4937,4617,4528,3234,3612,3525
"ZCCHC11",2688,1899,2952,1427,1564,1657
"GPX7",1179,1377,1137,270,372,284
"FAM159A",57,58,51,8,5,11
"SELRC1",1495,1417,1331,620,773,727
"ZYG11B",1558,1495,1557,754,935,893
"ZYG11A",118,126,110,19,32,24
"ECHDC2",1649,1647,1759,661,623,627
"LOC100652967",3,6,2,4,3,3
"SCP2",4245,3809,4818,2162,2326,2199
"MIR1273F",0,0,1,0,0,0
"MIR5095",0,0,0,0,0,0
"MIR1273G",0,0,0,0,1,1
"PODN",0,2,0,0,1,0
"SLC1A7",54,56,61,5,5,0
"CPT2",2284,2306,2304,1238,1405,1312
"C1orf123",1040,1060,970,453,528,498
"MAGOH",1614,1608,1548,1278,1385,1265
"LOC100507564",8,9,2,10,2,1
"LRP8",6022,5762,6257,2394,2644,2630
"FLJ40434",0,0,0,0,0,0
"DMRTB1",0,0,0,0,0,0
"GLIS1",0,0,2,0,2,0
"TMEM48",5939,5422,4840,1887,1963,1966
"YIPF1",910,938,1013,1081,1265,1171
"DIO1",20,26,27,39,48,38
"HSPB11",1528,1322,1344,811,959,909
"LRRC42",774,834,856,544,570,543
"LDLRAD1",0,0,0,0,0,0
"TMEM59",7453,7308,7628,5994,6583,6105
"TCEANC2",1443,1451,1340,1169,1501,1362
"MIR4781",0,0,0,0,0,0
"CDCP2",7,2,1,2,2,3
"CYB5RL",1203,1168,1090,288,313,351
"MRPL37",6448,6823,6168,3258,3473,3221
"SSBP3",1794,1883,1636,1391,1611,1536
"C1orf191",27,20,32,17,20,17
"LOC100652978",1,0,0,2,0,0
"ACOT11",836,807,718,72,88,76
"FAM151A",39,40,42,10,5,7
"HEATR8",35,27,53,5,1,0
"HEATR8-TTC4",43,54,69,2,5,8
"TTC4",85,76,59,55,52,60
"PARS2",281,286,278,130,144,118
"TTC22",0,0,0,1,1,1
"C1orf177",1,0,3,1,2,1
"DHCR24",8557,9255,7572,6387,6982,6661
"LOC100652983",0,0,0,0,0,0
"LOC100652980",14,15,8,10,15,13
"TMEM61",0,1,0,1,0,1
"BSND",2,0,1,0,0,0
"PCSK9",0,0,0,0,0,0
"USP24",3896,3025,3884,2257,2648,2551
"LOC100507634",6,17,11,17,16,18
"MIR4422",0,0,0,0,0,0
"LOC100507652",0,0,0,0,0,0
"PPAP2B",2,4,4,0,0,0
"PRKAA2",0,0,0,0,0,0
"C1orf168",0,0,0,0,0,0
"C8A",0,0,0,0,0,0
"C8B",0,0,0,0,0,0
"DAB1",1,0,0,0,0,0
"OMA1",414,396,487,192,240,203
"TACSTD2",0,0,0,0,0,1
"MYSM1",3192,1956,3717,2827,3167,3338
"JUN",577,576,642,10357,10742,10716
"LOC100131060",2,1,2,3,8,6
"HSD52",0,0,0,20,20,20
"FGGY",249,268,331,692,728,712
"MIR4711",0,0,0,0,0,0
"HOOK1",12,4,12,145,163,146
"CYP2J2",62,47,56,113,129,104
"C1orf87",0,0,0,0,0,0
"NFIA",22,14,12,1,3,5
"TM2D1",692,636,727,586,614,658
"INADL",8,9,6,0,1,3
"MIR3116-1",0,0,0,0,0,0
"MIR3116-2",0,0,0,0,0,0
"L1TD1",3,1,0,2,1,2
"KANK4",3,5,4,1,1,2
"USP1",3262,2463,3071,2368,2905,2832
"DOCK7",605,468,746,428,492,500
"ANGPTL3",1,0,0,0,0,0
"LOC100507664",0,0,0,1,0,0
"ATG4C",390,345,466,232,283,265
"LINC00466",3,1,0,0,0,0
"FOXD3",0,1,2,5,0,1
"ALG6",454,423,455,212,216,221
"ITGB3BP",364,259,316,266,286,269
"EFCAB7",90,78,87,65,84,79
"DLEU2L",5,7,5,2,0,5
"PGM1",391,417,376,133,130,127
"ROR1",0,0,0,0,0,0
"UBE2U",0,0,0,0,0,0
"CACHD1",29,33,13,38,34,40
"MIR4794",0,0,0,0,0,0
"RAVER2",84,75,72,14,23,17
"JAK1",4441,4388,4233,3558,3942,4130
"MIR3671",3,7,6,2,2,3
"MIR101-1",0,0,0,0,1,1
"AK4",1131,1118,1388,666,709,654
"DNAJC6",111,89,68,102,119,124
"LEPROT",2047,1965,2261,1197,1504,1340
"LEPR",226,162,303,256,247,276
"PDE4B",240,237,323,2736,3150,2962
"SGIP1",159,146,165,189,226,210
"MIR3117",0,0,0,0,0,0
"TCTEX1D1",2969,2383,3698,3060,3272,3241
"INSL5",3,1,5,3,9,5
"WDR78",165,125,188,34,62,62
"MIER1",2235,1549,2470,2008,2168,2210
"SLC35D1",1641,1686,1497,1168,1282,1280
"C1orf141",1,0,0,0,0,0
"IL23R",2,0,5,4,4,5
"IL12RB2",3052,3194,2461,2716,2996,2906
"SERBP1",24460,23387,22779,10734,11880,12228
"GADD45A",892,882,1184,509,554,540
"GNG12",56,56,35,79,84,79
"LOC100289178",2,3,7,1,3,6
"DIRAS3",0,0,0,0,0,0
"WLS",290,269,255,371,438,419
"MIR1262",0,0,0,0,0,0
"RPE65",18,14,24,1,3,4
"DEPDC1",1351,900,1048,542,580,585
"LRRC7",8,8,10,2,13,10
"PIN1P1",0,0,0,0,1,0
"LRRC40",809,598,805,422,538,491
"SRSF11",7698,5453,8261,4437,4957,5122
"ANKRD13C",1005,926,1001,657,668,760
"HHLA3",294,211,216,67,110,116
"CTH",53,47,70,23,31,17
"PTGER3",34,14,33,20,23,36
"LOC100132618",64,70,95,44,30,46
"ZRANB2",3408,2434,4187,2719,3182,3095
"MIR186",25,11,39,24,19,26
"NEGR1",627,445,902,414,519,492
"LRRIQ3",33,33,31,7,14,10
"FPGT-TNNI3K",16,22,14,8,10,13
"FPGT",442,342,542,173,232,228
"TNNI3K",3,2,4,2,2,0
"C1orf173",1,0,1,92,105,98
"CRYZ",99,93,139,29,23,39
"TYW3",1331,1011,1426,823,980,933
"LHX8",0,0,1,1,0,0
"SLC44A5",9,10,19,0,0,1
"ACADM",3745,3029,4360,1157,1222,1207
"RABGGTB",1108,1023,1239,1118,1241,1215
"SNORD45C",15,15,13,6,14,16
"SNORD45A",18,10,20,17,23,17
"SNORD45B",10,8,9,9,14,13
"MSH4",3,7,6,3,5,6
"ASB17",0,0,0,0,0,0
"ST6GALNAC3",41,44,61,31,22,30
"ST6GALNAC5",0,2,1,0,1,2
"LOC256483",1,0,0,0,0,2
"PIGK",1373,1128,1437,596,615,625
"AK5",44,35,27,4,0,2
"ZZZ3",2254,1552,2374,1064,1221,1165
"USP33",2647,2548,2680,3395,3793,3815
"FAM73A",305,205,322,202,234,235
"NEXN-AS1",5,8,5,7,8,4
"NEXN",80,74,112,1133,1197,1345
"FUBP1",5954,5027,5148,5167,6054,5961
"DNAJB4",193,120,144,650,763,765
"GIPC2",0,0,0,0,3,1
"MGC27382",0,0,0,0,0,0
"PTGFR",6,7,11,6,11,4
"IFI44L",64,48,67,61247,71908,72836
"IFI44",45,41,70,31697,36085,35204
"ELTD1",0,0,0,0,0,0
"LPHN2",9012,8118,9116,4472,5126,4987
"TTLL7",72,65,76,46,55,53
"PRKACB",1335,977,1681,362,396,418
"SAMD13",57,58,54,5,3,2
"UOX",1,3,9,3,2,2
"DNASE2B",1,0,0,0,0,0
"RPF1",1483,1408,1328,1003,1137,1110
"GNG5",2895,2711,2748,3019,3151,3320
"SPATA1",26,16,24,32,28,15
"CTBS",911,852,1145,538,608,534
"C1orf180",0,0,0,5,4,9
"SSX2IP",485,358,551,204,240,227
"LPAR3",27,29,39,215,228,272
"MCOLN2",4079,4008,3729,9034,10029,9564
"MCOLN3",504,440,655,922,998,1067
"WDR63",254,213,218,511,640,654
"MIR4423",0,0,1,1,1,5
"SYDE2",198,144,180,90,85,118
"C1orf52",796,737,837,633,597,633
"BCL10",473,433,405,525,627,620
"LOC646626",4,1,1,9,9,10
"DDAH1",317,289,258,50,52,60
"CYR61",24,29,23,12,18,16
"ZNHIT6",1147,897,1106,481,588,572
"COL24A1",332,270,340,172,180,203
"ODF2L",505,310,631,299,398,365
"CLCA2",0,0,2,0,0,1
"CLCA1",0,0,0,0,0,1
"CLCA4",0,0,0,3,0,3
"CLCA3P",0,0,3,84,89,104
"SH3GLB1",2389,1813,2460,4157,4625,4468
"SEP15",3637,3480,4143,2847,3073,3019
"HS2ST1",1341,1142,1528,607,646,670
"LOC339524",108,115,94,18,24,21
"LMO4",1967,1933,1999,1756,1832,1849
"LOC100505768",2,0,0,1,2,0
"PKN2",1678,1145,1888,1209,1379,1415
"GTF2B",1876,1857,1794,4262,4711,4551
"CCBL2",481,376,587,629,685,675
"RBMXL1",1036,971,898,970,1030,1122
"GBP3",421,291,431,4162,4705,4621
"GBP1",12,10,16,24459,28081,27372
"GBP2",216,170,205,10488,12091,11661
"GBP7",2,3,3,133,142,168
"GBP4",315,286,263,28402,32350,30987
"GBP5",270,239,321,27358,31755,31107
"GBP6",0,1,0,24,18,12
"GBP1P1",2,3,9,2748,3102,2926
"LRRC8B",422,361,461,486,476,494
"FLJ27354",45,63,74,25,23,20
"LRRC8C",4879,3647,5120,1669,1837,1828
"LRRC8D",3100,3053,3754,1646,1857,1815
"GEMIN8P4",59,68,51,41,55,42
"ZNF326",1295,856,1266,713,843,847
"BARHL2",13,6,3,7,7,12
"LOC100505821",4,15,14,13,9,15
"LOC149351",14,30,23,6,10,14
"LOC100505840",0,1,0,0,1,0
"ZNF644",3543,2237,3836,2982,3462,3475
"LOC100505857",61,58,73,37,63,69
"HFM1",92,47,81,6,11,12
"CDC7",2134,1827,2128,1100,1229,1215
"HSP90B3P",6,4,3,7,4,6
"TGFBR3",423,381,451,158,136,141
"BRDT",0,0,0,0,0,0
"EPHX4",30,24,33,11,10,6
"BTBD8",39,26,45,20,14,13
"KIAA1107",236,116,291,85,97,93
"C1orf146",4,3,3,1,3,1
"GLMN",916,744,946,362,464,449
"RPAP2",1050,701,964,393,473,404
"GFI1",8344,8482,10153,1102,1202,1172
"EVI5",642,426,884,466,591,507
"LOC100653014",91,71,125,79,67,77
"RPL5",50341,50725,60748,12072,13762,12356
"SNORD21",15,13,9,9,6,1
"SNORA66",14,5,12,4,8,8
"FAM69A",31,26,34,212,238,251
"MTF2",2194,1737,2163,2211,2371,2372
"TMED5",2618,1823,2914,3183,3397,3634
"CCDC18",1575,1003,1698,764,853,871
"LOC100131564",2168,2043,3065,860,979,981
"DR1",4079,3747,4044,3337,3817,3699
"FNBP1L",513,324,528,309,395,408
"BCAR3",77,55,69,846,882,962
"LOC100129046",2,1,4,9,11,23
"LOC100132240",0,0,0,0,0,0
"MIR760",0,0,0,0,0,0
"DNTTIP2",3096,2214,3125,2612,2863,2800
"GCLM",595,457,542,1175,1394,1385
"ABCA4",1,0,1,2,1,0
"ARHGAP29",1,1,0,12,18,18
"LOC100505940",0,0,0,0,0,0
"ABCD3",1815,1511,1873,647,773,770
"F3",229,208,231,155,176,162
"MIR378G",0,0,0,0,0,0
"SLC44A3",10,11,14,4,4,6
"CNN3",365,359,343,334,337,360
"LOC729970",9,1,3,1,9,3
"ALG14",107,113,94,77,113,73
"TMEM56",19,13,22,3,8,5
"TMEM56-RWDD3",23,19,10,6,5,6
"RWDD3",303,255,320,119,109,140
"FLJ31662",0,0,0,0,0,0
"PTBP2",1000,777,1084,581,733,673
"DPYD",2568,2310,2791,3411,3820,3669
"MIR2682",0,0,1,1,1,0
"MIR137",0,0,1,0,1,0
"SNX7",209,215,158,316,385,341
"LPPR5",0,0,2,0,0,0
"LOC100129620",0,0,0,0,0,0
"LPPR4",13,18,17,298,353,301
"PALMD",0,0,1,1,0,1
"FRRS1",280,319,276,907,1071,964
"AGL",1314,813,1431,1291,1472,1492
"LOC730081",28,21,24,23,48,41
"SLC35A3",574,412,567,523,584,580
"HIAT1",3100,3091,2997,13076,15068,14683
"SASS6",1052,693,965,810,916,1000
"CCDC76",1150,880,1386,839,910,837
"LRRC39",71,36,62,101,100,74
"DBT",1324,1094,1306,997,1186,1085
"LOC100506007",100,51,187,118,114,132
"RTCD1",2107,1964,2191,1925,2127,1972
"MIR553",7,3,1,9,4,4
"CDC14A",783,619,697,719,857,896
"GPR88",93,94,118,339,294,358
"LOC100128787",0,0,0,0,0,0
"VCAM1",3,0,2,1445,1657,1598
"EXTL2",286,213,349,85,92,79
"SLC30A7",1479,1173,1580,2365,2599,2631
"DPH5",795,785,917,227,243,219
"LOC100506051",211,204,258,66,119,96
"LOC100506029",266,190,199,91,86,81
"S1PR1",0,0,0,2,1,1
"OLFM3",0,0,0,9,8,10
"DNAJA1P5",0,0,0,0,1,2
"COL11A1",0,4,1,0,1,3
"RNPC3",1332,1057,1499,917,1007,1047
"AMY2B",326,237,476,319,384,330
"LOC648740",14,8,18,19,18,33
"AMY2A",26,14,49,14,32,24
"AMY1A",32,38,94,52,44,36
"AMY1B",36,37,88,47,40,35
"AMY1C",35,42,97,53,45,34
"LOC100129138",0,1,0,0,1,0
"PRMT6",1639,1577,1541,642,723,686
"NTNG1",1,3,1,10,14,10
"VAV3",3132,2569,3348,3273,3590,3542
"SLC25A24",2132,1904,2239,2244,2538,2465
"NBPF4",528,438,395,685,738,753
"LOC400768",267,227,268,253,256,297
"NBPF6",583,449,413,720,824,790
"FAM102B",2386,1829,2346,850,1028,962
"HENMT1",1423,1501,1344,273,349,287
"PRPF38B",5454,3921,4919,3493,4180,4291
"FNDC7",7,3,2,8,5,8
"STXBP3",2036,1440,2068,1705,2000,1928
"AKNAD1",0,0,2,1,2,1
"SRG7",0,0,0,0,0,1
"GPSM2",1099,980,753,350,404,374
"CLCC1",926,805,835,605,679,692
"WDR47",597,513,632,316,443,408
"TAF13",339,319,344,512,581,534
"TMEM167B",1402,1311,1441,1581,1759,1754
"SCARNA2",9,4,0,2,2,3
"C1orf194",2,5,3,1,2,3
"KIAA1324",50,51,53,23,34,22
"SARS",4170,4343,4790,3606,4112,3779
"CELSR2",1126,1254,1225,143,166,152
"PSRC1",1850,1820,1509,428,460,451
"MYBPHL",48,26,58,1,0,3
"SORT1",1475,1471,1851,385,396,414
"PSMA5",3122,3309,3310,4646,4933,4456
"SYPL2",16,10,17,5,9,5
"ATXN7L2",349,346,347,227,222,227
"CYB561D1",1143,1217,1132,657,677,729
"AMIGO1",90,94,99,13,12,9
"GPR61",11,15,18,2,0,1
"GNAI3",3858,3389,3536,2800,3174,2945
"MIR197",0,0,2,1,6,0
"GNAT2",19,14,27,33,26,31
"AMPD2",2591,2672,2985,1800,1749,1750
"GSTM4",619,578,776,571,591,600
"GSTM2",968,903,1019,1372,1499,1679
"GSTM1",2103,2066,1965,3856,4379,4146
"GSTM5",9,12,14,14,24,27
"GSTM3",1438,1581,1697,3929,4088,3859
"EPS8L3",256,245,223,58,71,57
"CSF1",32,21,57,935,938,978
"AHCYL1",4500,4434,4806,3640,4070,4086
"FAM40A",1892,1838,1983,1336,1480,1431
"ALX3",80,64,81,52,52,35
"UBL4B",1,2,2,4,1,1
"SLC6A17",0,0,1,0,1,0
"LOC100130800",0,0,0,0,0,0
"KCNC4",177,210,224,213,262,240
"LOC100506257",46,42,58,35,38,33
"LOC440600",63,52,44,23,20,28
"RBM15",1837,1851,1729,1483,1660,1635
"SLC16A4",108,147,156,66,60,66
"HBXIP",1310,1403,1570,963,1069,917
"PROK1",2,1,5,0,1,0
"CYMP",0,2,0,0,0,0
"KCNA10",0,0,1,0,0,0
"KCNA2",2,0,0,0,0,1
"KCNA3",282,202,321,8,7,6
"CD53",2223,2102,1936,3653,3855,3698
"LOC100506293",66,38,81,84,85,80
"LRIF1",1570,1275,1647,1462,1722,1712
"DRAM2",2409,2194,2527,1447,1737,1662
"CEPT1",1657,1567,1811,1343,1682,1543
"DENND2D",1045,1052,1252,1016,1128,1036
"CHI3L2",11,20,18,64,70,72
"RP11-165H20.1",0,0,0,0,0,1
"CHIA",0,0,0,0,1,0
"C1orf88",10,23,15,10,4,6
"PGCP1",0,0,0,0,0,0
"OVGP1",47,53,76,56,85,87
"WDR77",2331,2382,2126,1054,1183,1051
"ATP5F1",7485,7116,7602,3418,3514,3459
"C1orf162",1119,1069,1371,496,578,518
"ADORA3",87,55,79,87,102,85
"LOC100129269",28,22,18,140,168,148
"RAP1A",2279,2042,2725,3163,3402,3484
"C1orf183",167,192,218,156,194,189
"LOC100506343",0,1,0,1,0,2
"DDX20",1708,1608,1699,1016,1145,1034
"KCND3",1,1,0,1,2,2
"LOC643355",0,0,0,0,0,0
"CTTNBP2NL",461,290,399,930,1023,1017
"MIR4256",1,0,0,3,2,0
"WNT2B",16,14,16,71,74,70
"ST7L",930,882,994,486,660,598
"CAPZA1",13646,12519,13182,14499,15922,15895
"MOV10",2705,2652,2878,15482,16405,16868
"RHOC",1790,1896,2389,2392,2408,2340
"PPM1J",32,31,21,4,3,2
"FAM19A3",7,12,15,2,0,1
"LOC128322",0,0,0,0,0,0
"SLC16A1",2997,2899,2993,1299,1459,1404
"AKR7A2P1",25,16,27,12,11,6
"LOC100506392",102,90,111,65,80,74
"LRIG2",899,754,892,515,577,586
"LOC643441",0,1,1,0,0,0
"MAGI3",620,514,575,364,490,418
"PHTF1",1008,978,1043,1034,1226,1105
"RSBN1",1553,1262,1526,744,820,796
"PTPN22",681,470,980,50,70,74
"LOC100287722",102,101,112,22,26,46
"BCL2L15",13,24,17,9,8,9
"AP4B1",971,1031,1076,322,323,325
"DCLRE1B",1231,1235,1204,640,751,711
"HIPK1",8025,7786,8690,3966,4371,4360
"OLFML3",1559,1611,2047,212,238,208
"SYT6",82,61,141,11,6,13
"TRIM33",3147,2331,3236,2373,2789,2914
"BCAS2",1202,937,1191,978,1083,1079
"DENND2C",34,62,48,13,15,11
"AMPD1",0,0,0,1,5,2
"NRAS",4922,4246,4873,3336,3677,3675
"CSDE1",39986,38585,44586,31674,36701,34752
"SIKE1",2716,2000,3144,1934,2299,2317
"SYCP1",3,2,0,16,14,13
"TSHB",0,0,0,0,1,0
"TSPAN2",105,111,198,55,55,49
"NGF",0,0,0,0,1,2
"VANGL1",1598,1552,1403,684,759,761
"CASQ2",0,0,2,0,0,1
"NHLH2",0,1,0,2,2,1
"SLC22A15",3007,2716,3499,636,745,784
"MAB21L3",33,16,44,24,20,30
"ATP1A1",16912,18530,17396,9409,10398,9937
"ATP1A1OS",244,258,219,109,98,88
"LOC100506459",228,164,192,448,588,548
"CD58",436,376,393,741,809,910
"IGSF3",234,264,226,57,56,76
"MIR320B1",0,0,0,0,0,0
"CD2",1,0,1,0,1,4
"PTGFRN",728,719,659,586,636,614
"CD101",168,167,193,61,85,84
"TTF2",3410,3351,2711,4522,4976,4731
"MIR942",0,2,2,1,0,1
"TRIM45",430,400,406,71,87,92
"LOC100506478",0,0,0,2,1,0
"VTCN1",0,1,0,0,1,4
"MAN1A2",1611,1164,1724,956,1186,1223
"FAM46C",29,25,10,59,68,52
"GDAP2",870,695,999,907,1067,968
"WDR3",4006,3858,3657,1270,1449,1381
"SPAG17",5,2,5,73,76,62
"TBX15",49,45,47,517,599,618
"WARS2",585,617,568,395,432,424
"HAO2",0,5,0,0,2,3
"HSD3B2",1,0,6,1,2,3
"HSD3B1",0,0,1,0,0,2
"HSD3BP4",14,11,13,156,159,135
"LOC644242",5,6,5,223,213,220
"ZNF697",374,381,366,3143,3664,3527
"PHGDH",3835,4356,5618,1393,1440,1357
"HMGCS2",0,0,0,0,0,0
"REG4",0,0,0,0,0,1
"NBPF7",2,3,4,24,19,28
"ADAM30",0,0,0,0,0,0
"NOTCH2",10769,11366,9579,16632,18294,18531
"LOC100506528",220,164,226,106,154,153
"LOC100132913",1845,1679,2213,2919,2955,3470
"FAM72B",4459,4237,3585,2091,2514,2263
