Entry	Gene names	yourlist:M20200923E5A08BB0B2D1C45B0C7BC3B55FD26556BA4708Z
Q8N5V2	NGEF	25791
Q96CH1	GPR146 PGR8	115330
Q16655	MLANA MART1	2315
Q5VZP5	DUSP27	92235
Q5SY80	CATSPERE C1orf101	257044
P78364	PHC1 EDR1 PH1	1911
P11169	SLC2A3 GLUT3	6515
Q9NSI8	SAMSN1 HACS1	64092
Q6UWN5	LYPD5 UNQ1908/PRO4356	284348
Q63HK5	TSHZ3 KIAA1474 TSH3 ZNF537	57616
Q8IYB4	PEX5L PEX5R PXR2	51555
O75121	MFAP3L KIAA0626 HSD-39 HSD39	9848
Q9H579	MROH8 C20orf131 C20orf132	140699
Q9Y2H5	PLEKHA6 KIAA0969 PEPP3	22874
Q9ULD6	INTU KIAA1284 PDZD6 PDZK6	27152
O95263	PDE8B PIG22	8622
Q86TA1	MOB3B C9orf35 MOBKL2B	79817
Q96DR7	ARHGEF26 SGEF HMFN1864	26084
Q8WXS4	TMEM37 PR	140738
P10145	CXCL8 IL8	3576
P53370	NUDT6 FGF2AS	11162
Q309B1	TRIM16L TRIM70	147166
Q9NPB6	PARD6A PAR6A	50855
Q06643	LTB TNFC TNFSF3	4050
Q16769	QPCT	25797
Q9UPX6	MINAR1 KIAA1024 UBTOR	23251
Q9BU20	CPLANE2 C1orf89 RSG1	79363
Q96DG6	CMBL	134147
Q8NFX7	STXBP6 HSPC156	29091
Q86X19	TMEM17	200728
Q96JS3	PGBD1 hucep-4	84547
Q5TGI4	SAMD5 SAMDC1	389432
O00570	SOX1	6656
Q7L7V1	DHX32 DDX32	55760
Q9HC56	PCDH9	5101
Q5JNZ3	ZNF311 ZFP31	282890
Q9BRQ6	CHCHD6 CHCM1 MIC25	84303
O60285	NUAK1 ARK5 KIAA0537 OMPHK1	9891
P15391	CD19	930
Q9BQJ4	TMEM47 BCMP1 TM4SF10	83604
Q96DU3	SLAMF6 KALI UNQ6123/PRO20080	114836
O75078	ADAM11 MDC	4185
Q8N264	ARHGAP24 FILGAP	83478
Q9BSA4	TTYH2 C17orf29	94015
O95626	ANP32D PP32R2	23519
O43819	SCO2	9997
P04180	LCAT	3931
Q5T5J6	SWT1 C1orf26	54823
P13631	RARG NR1B3	5916
P61647	ST8SIA6 SIAT8F	338596
Q9H1K4	SLC25A18 GC2	83733
P21731	TBXA2R	6915
Q2VY69	ZNF284 ZNF284L	342909
A6NCJ1	C19orf71	100128569
Q99689	FEZ1	9638
Q9Y5E9	PCDHB14	56122
Q8TER0	SNED1	25992
Q9C0D0	PHACTR1 KIAA1733 RPEL1	221692
A0PJZ3	GXYLT2 GLT8D4	727936
Q8N565	MREG DSU HDCGA21P	55686
Q8WUF5	PPP1R13L IASPP NKIP1 PPP1R13BL RAI	10848
O75061	DNAJC6 KIAA0473	9829
P09619	PDGFRB PDGFR PDGFR1	5159
Q9Y2B2	PIGL	9487
Q9UKZ9	PCOLCE2 PCPE2 UNQ250/PRO287	26577
Q96DN0	ERP27 C12orf46 UNQ781/PRO1575	121506
Q15915	ZIC1 ZIC ZNF201	7545
Q96B86	RGMA RGM	56963
O60443	GSDME DFNA5 ICERE1	1687
Q8N7W2	BEND7 C10orf30	222389
Q5MNZ9	WIPI1 WIPI49	55062
O14543	SOCS3 CIS3 SSI3	9021
Q9NU39	FOXD4L1	200350
Q96JA3	PLEKHA8 FAPP2	84725
Q6NUT2	DPY19L2 UNQ3127/PRO10284	283417
Q3SYG4	BBS9 PTHB1	27241
Q03395	ROM1 TSPAN23	6094
Q9UBF9	MYOT TTID	9499
Q9BS92	NIPSNAP3B NIPSNAP3	55335
Q9BWT7	CARD10 CARMA3	29775
Q6ZT98	TTLL7	79739
P26927	MST1 D3F15S2 DNF15S2 HGFL	4485
Q96EG1	ARSG KIAA1001 UNQ839/PRO1777	22901
Q86TG1	TMEM150A TMEM150	129303
Q86WK6	AMIGO1 ALI2 AMIGO KIAA1163	57463
Q7RTY0	SLC16A13 MCT13	201232
O15119	TBX3	6926
Q8WVN6	SECTM1 K12	6398
Q9BZZ2	SIGLEC1 SN	6614
Q8WWN8	ARAP3 CENTD3	64411
Q5VZ18	SHE	126669
Q8N8S7	ENAH MENA	55740
Q8IUS5	EPHX4 ABHD7 EH4 EPHXRP	253152
Q9C029	TRIM7 GNIP RNF90	81786
Q5SRR4	LY6G5C C6orf20 G5C NG33	80741
Q5VTY9	HHAT MART2 SKI1	55733
Q9BXA6	TSSK6 SSTK FKSG82	83983
Q16831	UPP1 UP	7378
Q8WXH0	SYNE2 KIAA1011 NUA	23224
Q96RT6	CTAGE1 CTAGE2	64693
Q5VWK0	NBPF6	653149
Q9NSA2	KCND1	3750
Q9HC97	GPR35	2859
Q8TCU5	GRIN3A KIAA1973	116443
Q8IY85	EFCAB13 C17orf57	124989
Q9UKS6	PACSIN3	29763
Q6DKI2	LGALS9C	654346
Q9Y2H9	MAST1 KIAA0973 SAST	22983
Q9UBX1	CTSF	8722
Q8TE56	ADAMTS17	170691
Q9HB89	NMUR1 GPR66	10316
Q96M60	FAM227B C15orf33	196951
P11308	ERG	2078
Q8N2C7	UNC80 C2orf21 KIAA1843	285175
Q86V25	VASH2 VASHL	79805
P18405	SRD5A1	6715
O96024	B3GALT4 GALT4	8705
Q86YS3	RAB11FIP4 ARFO2 KIAA1821	84440
Q6VUC0	TFAP2E	339488
O75095	MEGF6 EGFL3 KIAA0815	1953
P52803	EFNA5 EPLG7 LERK7	1946
Q13554	CAMK2B CAM2 CAMK2 CAMKB	816
Q14585	ZNF345	25850
Q15562	TEAD2 TEF4	8463
O75052	NOS1AP CAPON KIAA0464	9722
Q6V0I7	FAT4 CDHF14 FATJ Nbla00548	79633
A1A4G5	LNP1 NP3	348801
Q9HD47	RANGRF MOG1 RANGNRF HSPC165 HSPC236 MDS5	29098
P01375	TNF TNFA TNFSF2	7124
Q8WTX9	ZDHHC1 C16orf1 ZNF377	29800
Q9HB03	ELOVL3 CIG30	83401
Q8WWL2	SPIRE2 KIAA1832 SPIR2	84501
A4FU69	EFCAB5	374786
Q9NQS3	NECTIN3 PRR3 PVRL3	25945
P54753	EPHB3 ETK2 HEK2 TYRO6	2049
Q9UMW8	USP18 ISG43	11274
Q9H400	LIME1 LIME LP8067	54923
P0DPB3	SCHIP1	29970
Q96NG8	ZNF582	147948
Q8NA23	WDR31	114987
P10909	CLU APOJ CLI KUB1 AAG4	1191
Q96JP9	CDHR1 KIAA1775 PCDH21 PRCAD	92211
O14756	HSD17B6 RODH SDR9C6	8630
Q7L4P6	BEND5 C1orf165	79656
Q5T089	MORN1	79906
Q6IV72	ZNF425	155054
Q0VDD7	C19orf57	79173
Q9NWD9	BEX4 BEXL1 NADE3	56271
Q8N6Y2	LRRC17 P37NB UNQ3076/PRO9909	10234
Q9BSF0	C2orf88	84281
Q96SR6	ZNF382	84911
Q6P9A2	GALNT18 GALNTL4	374378
Q693B1	KCTD11 C17orf36 REN	147040
Q93091	RNASE6 RNS6	6039
Q9NQE7	PRSS16 TSSP	10279
Q9NQS5	GPR84 EX33	53831
Q70EL4	USP43	124739
P49419	ALDH7A1 ATQ1	501
Q32M78	ZNF699	374879
Q8IYS5	OSCAR	126014
Q5JVL4	EFHC1	114327
Q6NTE8	MRNIP C5orf45	51149
O00305	CACNB4 CACNLB4	785
Q9H7J1	PPP1R3E	90673
Q9C0G6	DNAH6 DNAHC6 DNHL1 HL2 KIAA1697	1768
O60343	TBC1D4 AS160 KIAA0603	9882
Q8NAC3	IL17RC UNQ6118/PRO20040/PRO38901	84818
O00213	APBB1 FE65 RIR	322
Q8TEE9	SAP25	100316904
Q7Z6B7	SRGAP1 ARHGAP13 KIAA1304	57522
O75031	HSF2BP	11077
A6NNY8	USP27X USP22L USP27	389856
Q9NPF7	IL23A SGRF UNQ2498/PRO5798	51561
Q9UP79	ADAMTS8 METH2	11095
Q8NAB2	KBTBD3 BKLHD3	143879
Q969T3	SNX21 C20orf161 SNXL	90203
Q9H0R8	GABARAPL1 GEC1	23710
P15941	MUC1 PUM	4582
Q9NPA2	MMP25 MMP20 MMPL1 MT6MMP	64386
Q8NCX0	CCDC150	284992
Q969R2	OSBP2 KIAA1664 ORP4 OSBPL4	23762
Q8TBK2	SETD6	79918
Q9HA82	CERS4 LASS4	79603
Q6UXM1	LRIG3 LIG3 UNQ287/PRO326/PRO335	121227
P24468	NR2F2 ARP1 TFCOUP2	7026
O95857	TSPAN13 NET6 TM4SF13 UNQ260/PRO296	27075
Q9H3M0	KCNF1	3754
Q7L3S4	ZNF771	51333
O14514	ADGRB1 BAI1	575
Q05D60	DEUP1 CCDC67	159989
Q4VXA5	KHDC1 C6orf147 C6orf148	80759
Q9Y6N9	USH1C AIE75	10083
P04626	ERBB2 HER2 MLN19 NEU NGL	2064
Q9BZQ4	NMNAT2 C1orf15 KIAA0479	23057
Q6ZRF8	RNF207 C1orf188	388591
Q99574	SERPINI1 PI12	5274
Q9Y536	PPIAL4A COAS2 PPIAL4B	653505
Q6T310	RASL11A	387496
Q96NJ3	ZNF285 ZNF285A	26974
Q8IYI0	SHLD1 C20orf196 RINN3	149840
Q86SG6	NEK8 JCK NEK12A	284086
Q6UWS5	PET117 UNQ607/PRO1194	100303755
Q9H633	RPP21 C6orf135 CAT60	79897
Q9Y259	CHKB CHETK CHKL	1120
Q8TC76	FAM110B C8orf72	90362
P35227	PCGF2 MEL18 RNF110 ZNF144	7703
Q8TAC1	RFESD	317671
Q96A19	CCDC102A	92922
Q9P273	TENM3 KIAA1455 ODZ3 TNM3	55714
Q96CT2	KLHL29 KBTBD9 KIAA1921	114818
P51512	MMP16 C8orf57 MMPX2	4325
P09914	IFIT1 G10P1 IFI56 IFNAI1 ISG56	3434
Q9HCE9	ANO8 KIAA1623 TMEM16H	57719
Q00056	HOXA4 HOX1D	3201
P14923	JUP CTNNG DP3	3728
Q9H0Q3	FXYD6 UNQ521/PRO1056	53826
Q5VYV7	SLX4IP C20orf94	128710
Q99835	SMO SMOH	6608
Q9BYG5	PARD6B PAR6B	84612
P21980	TGM2	7052
P35125	USP6 HRP1 TRE2	9098
Q5JXB2	UBE2NL	389898
Q9NYQ7	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2	1951
Q9H2F3	HSD3B7	80270
P14778	IL1R1 IL1R IL1RA IL1RT1	3554
P31512	FMO4 FMO2	2329
Q8N5T2	TBC1D19	55296
Q6P988	NOTUM OK/SW-CL.30	147111
Q8NDV1	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	256435
P31327	CPS1	1373
O76041	NEBL LNEBL	10529
Q70JA7	CHSY3 CHSY2 CSS3	337876
Q9HD43	PTPRH SAP1	5794
P24043	LAMA2 LAMM	3908
Q96P64	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2	119016
Q9Y2A7	NCKAP1 HEM2 KIAA0587 NAP1	10787
Q9Y6U7	RNF215	200312
O75949	FAM155B TED TMEM28	27112
Q86T96	RNF180	285671
Q8WZ82	OVCA2	124641
Q9BVA6	FICD HIP13 HYPE UNQ3041/PRO9857	11153
O95936	EOMES TBR2	8320
Q96NA8	TSNARE1	203062
Q6UWU2	GLB1L UNQ229/PRO262	79411
Q9NZL3	ZNF224 BMZF2 KOX22 ZNF233 ZNF255 ZNF27	7767
O95445	APOM G3A NG20 HSPC336	55937
Q9ULJ8	PPP1R9A KIAA1222	55607
Q14183	DOC2A	8448
Q8N328	PGBD3	267004
Q969P5	FBXO32	114907
Q9UJX0	OSGIN1 BDGI OKL38	29948
Q6ZW13	C16orf86	388284
Q13368	MPP3 DLG3	4356
P54762	EPHB1 ELK EPHT2 HEK6 NET	2047
P01584	IL1B IL1F2	3553
Q96AX2	RAB37	326624
Q9UKE5	TNIK KIAA0551	23043
Q6ZUT6	CCDC9B C15orf52	388115
Q5HYK7	SH3D19	152503
O75146	HIP1R HIP12 KIAA0655	9026
Q9NQB0	TCF7L2 TCF4	6934
Q99801	NKX3-1 NKX3.1 NKX3A	4824
P53674	CRYBB1	1414
O60479	DLX3	1747
Q96GY0	ZC2HC1A C8orf70 FAM164A CGI-62	51101
Q8WXK4	ASB12	142689
Q9UJN7	ZNF391	346157
Q6ZQN7	SLCO4C1 OATP4C1 OATPX SLC21A20	353189
P12821	ACE DCP DCP1	1636
Q9UFP1	GASK1A C3orf41 FAM198A	729085
Q5VUE5	C1orf53	388722
P39059	COL15A1	1306
Q13002	GRIK2 GLUR6	2898
Q9NZV8	KCND2 KIAA1044	3751
Q15777	MPPED2 C11orf8 FAM1B	744
Q9H8J5	MANSC1 LOH12CR3 UNQ316/PRO361	54682
P17301	ITGA2 CD49B	3673
O43610	SPRY3	10251
Q9BY84	DUSP16 KIAA1700 MKP7	80824
Q9NPG4	PCDH12 UNQ395/PRO731	51294
Q8IYT3	CCDC170 C6orf97	80129
P26022	PTX3 TNFAIP5 TSG14	5806
Q9BY67	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	23705
A6NK58	LIPT2	387787
Q86WK9	PAQR7 MRPA	164091
P41732	TSPAN7 A15 DXS1692E MXS1 TM4SF2	7102
P56559	ARL4C ARL7	10123
Q14565	DMC1 DMC1H LIM15	11144
Q8TDB8	SLC2A14 GLUT14	144195
Q8NG04	SLC26A10	65012
Q9UPI3	FLVCR2 C14orf58	55640
Q9UHV5	RAPGEFL1	51195
O95859	TSPAN12 NET2 TM4SF12 UNQ774/PRO1568	23554
Q04828	AKR1C1 DDH DDH1	1645
Q4G0P3	HYDIN HYDIN1 KIAA1864	54768
Q9UNX9	KCNJ14 IRK4	3770
P16403	H1-2 H1F2 HIST1H1C	3006
Q9H6X4	TMEM134	80194
Q9UEF7	KL	9365
Q5VTH2	CFAP126 C1orf192 FLTP	257177
Q6ZMT4	KDM7A JHDM1D KDM7 KIAA1718	80853
Q9Y2G1	MYRF C11orf9 KIAA0954 MRF	745
Q8TE99	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706	92370
Q9H3E2	SNX25 MSTP043	83891
Q9H7M6	ZSWIM4	65249
Q9NRJ7	PCDHB16 KIAA1621 PCDH3X	57717
Q8IZ96	CMTM1 CKLFSF1	113540
O43559	FRS3	10817
P15822	HIVEP1 ZNF40	3096
Q460N3	PARP15 BAL3	165631
Q8WWP7	GIMAP1 IMAP1	170575
O95136	S1PR2 EDG5	9294
P21741	MDK MK1 NEGF2	4192
Q86Y79	PTRH1 C9orf115	138428
Q9UFE4	CCDC39	339829
Q9NQL9	DMRT3 DMRTA3	58524
Q9Y5J5	PHLDA3 TIH1	23612
Q13064	MKRN3 D15S9 RNF63 ZNF127	7681
Q6ZNR0	TMEM91	641649
P32320	CDA CDD	978
Q9NXB9	ELOVL2 ELG3 SSC2	54898
P50151	GNG10 GNGT10	2790
Q0D2J5	ZNF763	284390
Q8WV48	CCDC107 PSEC0222	203260
A6NIR3	AGAP5 CTGLF2	729092
Q6PI77	BHLHB9 KIAA1701	80823
Q9UHR4	BAIAP2L1 IRTKS	55971
O75830	SERPINI2 MEPI PI14	5276
P51788	CLCN2	1181
Q9BQ69	MACROD1 LRP16	28992
Q99457	NAP1L3 BNAP	4675
P61236	YPEL3 FKSG5	83719
Q9HCS4	TCF7L1 TCF3	83439
P51178	PLCD1	5333
Q96PQ0	SORCS2 KIAA1329	57537
Q8NER1	TRPV1 VR1	7442
Q5T686	AVPI1 NPD013 PP5395	60370
Q9UN66	PCDHB8 PCDH3I	56128
Q9NU02	ANKEF1 ANKRD5	63926
Q96CK0	ZNF653 ZIP67	115950
Q8IWE4	DCUN1D3 SCCRO3	123879
Q96JN2	CCDC136 KIAA1793 NAG6	64753
P42263	GRIA3 GLUR3 GLURC	2892
Q08AF3	SLFN5	162394
Q15399	TLR1 KIAA0012	7096
Q6FI13	H2AC18 H2AFO HIST2H2AA HIST2H2AA3; H2AC19 HIST2H2AA4	8337,723790
Q9H4G8	DPH3P1 C20orf143 DPH3B ZCSL1	100132911
Q96DD7	SHISA4 C1orf40 TMEM58 UNQ583/PRO1153	149345
O43291	SPINT2 HAI2 KOP	10653
Q9H0Q0	CYRIA FAM49A	81553
Q7Z5W3	BCDIN3D	144233
P41220	RGS2 G0S8 GIG31	5997
P10589	NR2F1 EAR3 ERBAL3 TFCOUP1	7025
Q9BR01	SULT4A1 SULTX3	25830
Q12923	PTPN13 PNP1 PTP1E PTPL1	5783
Q9UP65	PLA2G4C	8605
Q15699	ALX1 CART1	8092
Q6UXC1	MAMDC4 AEGP UNQ3001/PRO9742	158056
Q9H156	SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756	84631
Q9H0N0	RAB6C WTH3	84084
Q96GP6	SCARF2 SREC2 SREPCR	91179
P52798	EFNA4 EPLG4 LERK4	1945
Q01362	MS4A2 APY FCER1B IGER	2206
Q5VZ46	KIAA1614	57710
Q9Y2I9	TBC1D30 KIAA0984	23329
Q13489	BIRC3 API2 MIHC RNF49	330
Q9ULI2	RIMKLB FAM80B KIAA1238	57494
Q5H9R4	ARMCX4	100131755
Q9BX67	JAM3 UNQ859/PRO1868	83700
O76027	ANXA9 ANX31	8416
Q969K4	ABTB1 BPOZ PP2259	80325
Q96S90	LYSMD1 SB145	388695
P34947	GRK5 GPRK5	2869
P31314	TLX1 HOX11 TCL3	3195
Q9UH77	KLHL3 KIAA1129	26249
O43603	GALR2 GALNR2	8811
Q99594	TEAD3 TEAD5 TEF5	7005
P17022	ZNF18 HDSG1 KOX11 ZKSCAN6 ZNF535	7566
Q99929	ASCL2 BHLHA45 HASH2	430
O95863	SNAI1 SNAH	6615
Q5RI15	COX20 FAM36A	116228
Q9P1V8	SAMD15 C14orf174 FAM15A	161394
Q12948	FOXC1 FKHL7 FREAC3	2296
Q8N8B7	TCEANC	170082
A6NC51	TMEM150B TMEM224	284417
O15391	YY2 ZNF631	404281
Q6ZS72	PEAK3 C19orf35	374872
Q9NQ66	PLCB1 KIAA0581	23236
Q96DY2	IQCD DRC10	115811
Q96FT9	IFT43 C14orf179	112752
Q68DA7	FMN1 FMN LD	342184
A6NHP3	SPDYE2B	100310812
O60330	PCDHGA12 CDH21 FIB3 KIAA0588 UNQ371/PRO707	26025
Q96M43	NBPF4	148545
O60806	TBX19 TPIT	9095
Q13115	DUSP4 MKP2 VH2	1846
Q02548	PAX5	5079
A4D1U4	DENND11 KIAA1147 LCHN	57189
Q9UBN6	TNFRSF10D DCR2 TRAILR4 TRUNDD UNQ251/PRO288	8793
O15539	RGS5	8490
Q8WUJ1	CYB5D2	124936
A8MUP2	CSKMT METTL12	751071
Q96F85	CNRIP1 C2orf32	25927
Q6ZUU3	FOXL2NB C3orf72	401089
Q9Y365	STARD10 SDCCAG28 CGI-52	10809
P23378	GLDC GCSP	2731
Q8WUA8	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	25987
Q9Y575	ASB3	51130
Q7RTX9	SLC16A14 MCT14	151473
A6XGL0	YJEFN3 AIBP2	374887
Q99619	SPSB2 GRCC9 SSB2	84727
Q9NW07	ZNF358	140467
P49771	FLT3LG	2323
Q9BX26	SYCP2 SCP2	10388
P04350	TUBB4A TUBB4 TUBB5	10382
P60606	CTXN1 CTXN	404217
Q96KQ4	PPP1R13B ASPP1 KIAA0771	23368
Q96S86	HAPLN3 EXLD1 UNQ238/PRO271	145864
B2RXH8	HNRNPCL2 HNRNPCP5	440563
Q5HYA8	TMEM67 MKS3	91147
Q8WVJ9	TWIST2 BHLHA39 DERMO1	117581
Q9H2B4	SLC26A1 SAT1	10861
O15466	ST8SIA5 SIAT8E	29906
Q96C10	DHX58 D11LGP2E LGP2	79132
Q9BYW1	SLC2A11 GLUT11	66035
O75881	CYP7B1	9420
Q6NVH7	SWSAP1 C19orf39	126074
Q495Y8	SPDYE2	441273
Q9NYA1	SPHK1 SK1 SPHK SPK	8877
Q8NCA9	ZNF784	147808
Q96S53	TESK2	10420
Q8IV42	PSTK C10orf89	118672
Q02535	ID3 1R21 BHLHB25 HEIR1	3399
Q8N0V4	LGI2 KIAA1916 LGIL2	55203
Q6ZRK6	CCDC73	493860
O60507	TPST1	8460
P23677	ITPKA	3706
Q68D51	DENND2C	163259
Q9H0F7	ARL6 BBS3	84100
Q13360	ZNF177	7730
Q8TC41	RNF217 C6orf172 IBRDC1	154214
Q8NBV4	PLPP7 C9orf67 PPAPDC3	84814
Q86UW1	SLC51A OSTA	200931
C9J6K1	C19orf81	342918
Q6P4D5	FAM122C	159091
Q5HY92	FIGN	55137
Q5SSQ6	SAPCD1 C6orf26 G7D NG23	401251
A0A0B4J2A2	PPIAL4C	653598
O94811	TPPP TPPP1	11076
O00555	CACNA1A CACH4 CACN3 CACNL1A4	773
O15198	SMAD9 MADH6 MADH9 SMAD8	4093
Q9Y6C2	EMILIN1 EMI	11117
Q9Y6R1	SLC4A4 NBC NBC1 NBCE1	8671
Q8N413	SLC25A45	283130
P20719	HOXA5 HOX1C	3202
Q9H228	S1PR5 EDG8	53637
P35670	ATP7B PWD WC1 WND	540
Q8TBR7	TLCD3A FAM57A	79850
Q9H6X5	C19orf44	84167
O75953	DNAJB5 HSC40	25822
P13598	ICAM2	3384
Q01851	POU4F1 BRN3A RDC1	5457
Q13404	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19	7335
Q96HH4	TMEM169	92691
Q96MV1	TLCD4 TMEM56	148534
Q5GH73	XKR6 C8orf21 C8orf5 C8orf7 XRG6	286046
A6PVS8	LRRIQ3 LRRC44	127255
Q9HBE5	IL21R NILR UNQ3121/PRO10273	50615
Q96C03	MIEF2 MID49 SMCR7	125170
Q9Y5W3	KLF2 LKLF	10365
Q8N3L3	TXLNB C6orf198 MDP77	167838
Q96IZ0	PAWR PAR4	5074
P24278	ZBTB25 C14orf51 KUP ZNF46	7597
Q92859	NEO1 IGDCC2 NGN	4756
Q96NL8	C8orf37 smalltalk	157657
Q8N8W4	PNPLA1	285848
O15375	SLC16A5 MCT5 MCT6	9121
Q16799	RTN1 NSP	6252
Q6ZNH5	ZNF497	162968
Q8NA92	THAP8	199745
O60268	KIAA0513	9764
P98177	FOXO4 AFX AFX1 MLLT7	4303
Q6ZNW5	GDPGP1 C15orf58	390637
Q86VD9	PIGZ SMP3	80235
P12644	BMP4 BMP2B DVR4	652
Q8IZJ4	RGL4 RGR	266747
Q99584	S100A13	6284
Q96BS2	TESC CHP3	54997
Q8TBB1	LNX1 LNX PDZRN2 UNQ574/PRO1136	84708
Q9UJC5	SH3BGRL2 FASH3	83699
A6NI28	ARHGAP42 GRAF3 TMEM133	143872
Q8N5S9	CAMKK1 CAMKKA	84254
Q5I0X4	C6orf226	441150
P23763	VAMP1 SYB1	6843
P25942	CD40 TNFRSF5	958
Q9Y2T6	GPR55	9290
Q8IVT5	KSR1 KSR	8844
O75019	LILRA1 LIR6	11024
Q147U1	ZNF846	162993
A2A2Y4	FRMD3 EPB41L4O	257019
Q9BYB4	GNB1L GY2 KIAA1645 WDR14 FKSG1	54584
O00141	SGK1 SGK	6446
Q8IZ13	ZBED8 Buster3 C5orf54	63920
O00423	EML1 EMAP1 EMAPL EMAPL1	2009
P08922	ROS1 MCF3 ROS	6098
Q9NUL5	SHFL C19orf66 FLJ11286 IRAV RYDEN SFL	55337
Q5I0X7	TTC32	130502
O75888	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	8741
Q6P7N7	TMEM81 UNQ2788/PRO7178	388730
Q70CQ1	USP49	25862
Q96IU2	ZBED3	84327
Q9BXL7	CARD11 CARMA1	84433
Q9Y5E6	PCDHB3	56132
Q9GZV5	WWTR1 TAZ	25937
Q86UP0	CDH24 CDH11L UNQ2834/PRO34009	64403
Q8ND07	BBOF1 C14orf45 CCDC176	80127
P14210	HGF HPTA	3082
Q92506	HSD17B8 FABGL HKE6 RING2 SDR30C1	7923
Q9BZR6	RTN4R NOGOR UNQ330/PRO526	65078
P78504	JAG1 JAGL1	182
Q9BZM5	ULBP2 N2DL2 RAET1H UNQ463/PRO791	80328
Q5FWF7	FBXO48 FBX48	554251
Q96MN9	ZNF488	118738
Q969G9	NKD1 NKD PP7246	85407
P22455	FGFR4 JTK2 TKF	2264
Q6ZMS4	ZNF852	285346
O60245	PCDH7 BHPCDH	5099
Q9BZE7	C22orf23	84645
Q96Q27	ASB2	51676
Q8N1I0	DOCK4 KIAA0716	9732
A5YM69	ARHGEF35 ARHGEF5L	445328
O43294	TGFB1I1 ARA55	7041
P60880	SNAP25 SNAP	6616
O00590	ACKR2 CCBP2 CCR10 CMKBR9 D6	1238
Q2M329	CCDC96	257236
Q8NCC5	SLC37A3 SPX3	84255
Q8IYR6	TMEFF1 C9orf2	8577
Q16873	LTC4S	4056
Q96LJ7	DHRS1 SDR19C1	115817
O43306	ADCY6 KIAA0422	112
Q8NFF2	SLC24A4 NCKX4	123041
Q8N1L9	BATF2	116071
O15021	MAST4 KIAA0303	375449
Q5SZJ8	BEND6 C6orf65	221336
A8MXY4	ZNF99 C19orf9	7652
O43699	SIGLEC6 CD33L CD33L1 OBBP1	946
Q14390	GGTLC2 GGTL4	91227
Q8WZ04	LRTOMT COMT2 TOMT PP7517	220074
Q96E66	LRTOMT LRRC51	220074
Q9Y5V3	MAGED1 NRAGE PP2250 PRO2292	9500
Q7L9B9	EEPD1 KIAA1706	80820
Q6ZMM2	ADAMTSL5 THSD6	339366
Q9ULD0	OGDHL KIAA1290	55753
Q9UBJ2	ABCD2 ALD1 ALDL1 ALDR ALDRP	225
Q8WY98	TMEM234 C1orf91 PP1065 UNQ548/PRO1105	56063
P35568	IRS1	3667
Q2MKA7	RSPO1	284654
P55196	AFDN AF6 MLLT4	4301
O43711	TLX3 HOX11L2	30012
Q9Y2C2	UST DS2ST	10090
Q14656	TMEM187 CXorf12 DXS9878E ITBA1	8269
P28698	MZF1 MZF ZNF42 ZSCAN6	7593
Q9Y2P5	SLC27A5 ACSB ACSVL6 FACVL3 FATP5	10998
P49279	SLC11A1 LSH NRAMP NRAMP1	6556
Q9Y5G5	PCDHGA8 KIAA0327	9708
P48764	SLC9A3 NHE3	6550
Q96A61	TRIM52 RNF102	84851
P20929	NEB	4703
P19086	GNAZ	2781
Q9NTI7	INKA2 C1orf183 FAM212B	55924
Q9NWH7	SPATA6	54558
Q86UN3	RTN4RL2 NGRH1 NGRL3	349667
O43295	SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2	9901
P23142	FBLN1 PP213	2192
O95876	WDPCP BBS15 C2orf86 FRITZ	51057
P11230	CHRNB1 ACHRB CHRNB	1140
Q8N371	KDM8 JMJD5	79831
Q96EN8	MOCOS	55034
O14939	PLD2	5338
O95206	PCDH8	5100
Q8N9K5	ZNF565	147929
O60825	PFKFB2	5208
P04085	PDGFA PDGF1	5154
Q7Z3T1	OR2W3 OR2W3P OR2W8P	343171
O75815	BCAR3 NSP2 SH2D3B UNQ271/PRO308	8412
P35475	IDUA	3425
O95704	APBB3 FE65L2	10307
P20591	MX1	4599
Q6ZV29	PNPLA7 C9orf111	375775
Q96MI6	PPM1M PPM1E	132160
Q96S06	LMF1 C16orf26 TMEM112 HMFN1876 JFP11	64788
Q96C45	ULK4	54986
Q15109	AGER RAGE	177
Q6UX01	LMBR1L KIAA1174 LIMR UNQ458/PRO783	55716
P43351	RAD52	5893
Q9H0X6	RNF208	727800
Q5TF21	SOGA3 C6orf174	387104
Q96NU0	CNTNAP3B CASPR3B	728577
Q9UHV2	SERTAD1 SEI1 TRIPBR1	29950
Q96I82	KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184	81621
P09913	IFIT2 CIG-42 G10P2 IFI54 ISG54	3433
Q96IQ7	VSIG2 CTH CTXL UNQ2770/PRO7154	23584
Q15173	PPP2R5B	5526
